obs_id,species,stage,character,attribute,state,source
,Resomia convoluta,adult,Involucrum cover (%),min,100,Pugh2009cResomiid
,Resomia convoluta,adult,Number of zags,point,3.2,Pugh2009cResomiid
,Resomia similis,adult,Number of zags,point,3,Pugh2009cResomiid
,Resomia persica,adult,Involucrum cover (%),min,100,Pugh2009cResomiid
,Sphaeronectes koellikeri,adult,Heteroneme number,point,4,Claus1874
,Sphaeronectes irregularis,adult,Heteroneme number,point,4,Claus1874
,Sphaeronectes christiansonae,adult,Depth (m),point,840,Pugh2009_Sphaeronectidae
,Sphaeronectes christiansonae,adult,Depth (m),point,508,Pugh2009_Sphaeronectidae
,Sphaeronectes christiansonae,adult,Heteroneme number,point,4,Pugh2009_Sphaeronectidae
,Sphaeronectes christiansonae,adult,Cnidoband length (um),point,100,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Depth (m),point,354,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Depth (m),point,397,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Depth (m),point,412,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Depth (m),point,433,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Tentacle number,min,20,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Gastrozooid length (mm),min,1.5,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Gastrozooid length (mm),max,1.8,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Basigaster proportion,point,0.25,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Heteroneme number,point,4,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Depth (m),point,488,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Depth (m),max,498,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Depth (m),point,391,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Cnidoband length (um),point,150,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Heteroneme length (um),point,63.6,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Heteroneme length (um),point,65.4,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Heteroneme width (um),point,9.1,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Heteroneme width (um),point,10.9,Pugh2009_Sphaeronectidae
,Sphaeronectes christiansonae,adult,Heteroneme length (um),point,48.6,Pugh2009_Sphaeronectidae
,Sphaeronectes christiansonae,adult,Heteroneme width (um),point,5.7,Pugh2009_Sphaeronectidae
,Sphaeronectes tiburonae,adult,Depth (m),point,1896,Pugh2009_Sphaeronectidae
,Sphaeronectes tiburonae,adult,Depth (m),max,2764,Pugh2009_Sphaeronectidae
,Sphaeronectes tiburonae,adult,Depth (m),min,1385,Pugh2009_Sphaeronectidae
,Halistemma rubrum,adult,Number of terminal filaments,point,1,Pugh2014Halistemma
,Halistemma rubrum,adult,Depth (m),point,506,Pugh2014Halistemma
,Halistemma rubrum,adult,Depth (m),point,640,Pugh2014Halistemma
,Halistemma rubrum,adult,Depth (m),point,445,Pugh2014Halistemma
,Halistemma rubrum,adult,Depth (m),point,536,Pugh2014Halistemma
,Halistemma rubrum,adult,Depth (m),point,527,Pugh2014Halistemma
,Halistemma rubrum,adult,Depth (m),point,245,Pugh2014Halistemma
,Halistemma rubrum,adult,Depth (m),point,213,Pugh2014Halistemma
,Halistemma rubrum,adult,Depth (m),point,297,Pugh2014Halistemma
,Halistemma rubrum,adult,Involucrum cover (%),point,0,Pugh2014Halistemma
,Halistemma rubrum,adult,Heteroneme number,max,50,Pugh2014Halistemma
,Halistemma rubrum,adult,Heteroneme number,min,40,Pugh2014Halistemma
,Halistemma rubrum,adult,Heteroneme length (um),point,56,Pugh2014Halistemma
,Halistemma rubrum,adult,Heteroneme width (um),point,17,Pugh2014Halistemma
,Halistemma rubrum,adult,Number of heteroneme rows per side (proximal cnidoband),point,1,Pugh2014Halistemma
,Halistemma rubrum,adult,Number of heteroneme rows per side (distal cnidoband),point,0,Pugh2014Halistemma
,Halistemma rubrum,adult,Haploneme length (um),point,50,Pugh2014Halistemma
,Halistemma rubrum,adult,Haploneme width (um),point,8,Pugh2014Halistemma
,Halistemma rubrum,adult,Desmoneme length (um),point,14,Pugh2014Halistemma
,Halistemma rubrum,adult,Desmoneme width (um),point,8,Pugh2014Halistemma
,Halistemma rubrum,adult,Rhopaloneme length (um),point,10,Pugh2014Halistemma
,Halistemma rubrum,adult,Rhopaloneme width (um),point,13,Pugh2014Halistemma
,Halistemma rubrum,adult,Number of coils,mean,5,Pugh2014Halistemma
,Halistemma rubrum,larva,Heteroneme number,point,80,Pugh2014Halistemma
,Halistemma rubrum,larva,Heteroneme length (um),point,70,Pugh2014Halistemma
,Halistemma rubrum,larva,Heteroneme width (um),point,23,Pugh2014Halistemma
,Halistemma rubrum,larva,Haploneme length (um),point,40,Pugh2014Halistemma
,Halistemma rubrum,larva,Haploneme width (um),point,9,Pugh2014Halistemma
,Halistemma rubrum,adult,Depth (m),min,0,Pugh2014Halistemma
,Halistemma rubrum,adult,Depth (m),max,1700,Pugh2014Halistemma
,Halistemma cupulifera,adult,Involucrum cover (coils),min,2,Pugh2014Halistemma
,Halistemma cupulifera,adult,Depth (m),point,683,Pugh2014Halistemma
,Halistemma cupulifera,adult,Depth (m),point,0,Pugh2014Halistemma
,Halistemma cupulifera,adult,Gastrozooid length (mm),max,6,Pugh2014Halistemma
,Halistemma cupulifera,adult,Number of coils,max,7,Pugh2014Halistemma
,Halistemma cupulifera,adult,Haploneme length (um),point,48,Pugh2014Halistemma
,Halistemma cupulifera,adult,Haploneme width (um),point,6.5,Pugh2014Halistemma
,Halistemma cupulifera,adult,Number of heteroneme rows per side (distal cnidoband),point,0,Pugh2014Halistemma
,Halistemma cupulifera,adult,Number of heteroneme rows per side (proximal cnidoband),point,1,Pugh2014Halistemma
,Halistemma cupulifera,adult,Heteroneme number,point,50,Pugh2014Halistemma
,Halistemma cupulifera,adult,Heteroneme length (um),point,67,Pugh2014Halistemma
,Halistemma cupulifera,adult,Heteroneme width (um),point,26,Pugh2014Halistemma
,Halistemma cupulifera,adult,Platelet length,point,12,Pugh2014Halistemma
,Halistemma cupulifera,adult,Number of terminal filaments,point,1,Pugh2014Halistemma
,Halistemma cupulifera,adult,Rhopaloneme length (um),min,19.5,Pugh2014Halistemma
,Halistemma cupulifera,adult,Rhopaloneme length (um),max,25,Pugh2014Halistemma
,Halistemma cupulifera,adult,Rhopaloneme width (um),min,10.5,Pugh2014Halistemma
,Halistemma cupulifera,adult,Rhopaloneme width (um),max,12,Pugh2014Halistemma
,Halistemma cupulifera,adult,Desmoneme length (um),point,25,Pugh2014Halistemma
,Halistemma cupulifera,adult,Desmoneme width (um),point,10.5,Pugh2014Halistemma
,Halistemma cupulifera,adult,Terminal sinker length (um),min,250,Pugh2014Halistemma
,Halistemma cupulifera,adult,Terminal sinker length (um),max,315,Pugh2014Halistemma
,Halistemma cupulifera,adult,Terminal sinker width (um),min,200,Pugh2014Halistemma
,Halistemma cupulifera,adult,Terminal sinker width (um),max,300,Pugh2014Halistemma
,Halistemma cupulifera,adult,Cnidomic proximal sinker/Acnidomic distal sinker,max,2,Pugh2014Halistemma
,Halistemma cupulifera,adult,Cnidomic proximal sinker/Acnidomic distal sinker,min,0.5,Pugh2014Halistemma
,Halistemma cupulifera,adult,Depth (m),point,20,Pages&Madin2010
,Halistemma striata,adult,Involucrum cover (coils),point,1.5,Pugh2014Halistemma
,Halistemma striata,adult,Depth (m),point,706,Pugh2014Halistemma
,Halistemma striata,adult,Depth (m),point,768,Pugh2014Halistemma
,Halistemma striata,adult,Number of coils,max,10,Pugh2014Halistemma
,Halistemma striata,adult,Number of coils,mode,7,Pugh2014Halistemma
,Halistemma striata,adult,Heteroneme length (um),point,92,Pugh2014Halistemma
,Halistemma striata,adult,Heteroneme width (um),point,40,Pugh2014Halistemma
,Halistemma striata,adult,Haploneme length (um),point,81,Pugh2014Halistemma
,Halistemma striata,adult,Haploneme width (um),point,12.5,Pugh2014Halistemma
,Halistemma striata,adult,Desmoneme length (um),point,25,Pugh2014Halistemma
,Halistemma striata,adult,Desmoneme width (um),point,10.5,Pugh2014Halistemma
,Halistemma striata,adult,Rhopaloneme length (um),point,31,Pugh2014Halistemma
,Halistemma striata,adult,Rhopaloneme width (um),point,11,Pugh2014Halistemma
,Halistemma transliratum,adult,Depth (m),point,472,Pugh2014Halistemma
,Halistemma transliratum,adult,Depth (m),point,563,Pugh2014Halistemma
,Halistemma transliratum,larva,Number of coils,point,4,Pugh2014Halistemma
,Halistemma transliratum,adult,Depth (m),point,628,Pugh2014Halistemma
,Halistemma transliratum,adult,Depth (m),point,563,Pugh2014Halistemma
,Halistemma foliacea,adult,Basigaster proportion,max,0.33,Pugh2014Halistemma
,Halistemma foliacea,adult,Basigaster proportion,min,0.25,Pugh2014Halistemma
,Halistemma foliacea,larva,Number of coils,point,5,Pugh2014Halistemma
,Halistemma foliacea,adult,Number of coils,point,6,Pugh2014Halistemma
,Halistemma foliacea,adult,Number of coils,point,7,Pugh2014Halistemma
,Halistemma foliacea,adult,Terminal sinker length (um),point,100,Pugh2014Halistemma
,Halistemma foliacea,adult,Terminal sinker width (um),point,90,Pugh2014Halistemma
,Halistemma foliacea,adult,Number of heteroneme rows per side (distal cnidoband),point,0,Pugh2014Halistemma
,Halistemma foliacea,adult,Number of heteroneme rows per side (proximal cnidoband),point,2,Pugh2014Halistemma
,Halistemma foliacea,adult,Heteroneme length (um),point,70,Pugh2014Halistemma
,Halistemma foliacea,adult,Heteroneme width (um),point,25,Pugh2014Halistemma
,Halistemma foliacea,adult,Haploneme length (um),point,47,Pugh2014Halistemma
,Halistemma foliacea,adult,Haploneme width (um),point,9,Pugh2014Halistemma
,Halistemma foliacea,adult,Desmoneme length (um),point,22,Pugh2014Halistemma
,Halistemma foliacea,adult,Desmoneme width (um),point,10,Pugh2014Halistemma
,Halistemma foliacea,adult,Rhopaloneme length (um),point,21,Pugh2014Halistemma
,Halistemma foliacea,adult,Rhopaloneme width (um),point,9,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),point,122,Pugh2014Halistemma_uncertain
,Halistemma maculatum,larva,Depth (m),point,568,Pugh2014Halistemma
,Halistemma maculatum,larva,Depth (m),point,610,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),point,640,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),point,828,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),point,777,Pugh2014Halistemma
,Halistemma maculatum,larva,Depth (m),point,753,Pugh2014Halistemma
,Halistemma maculatum,larva,Depth (m),point,720,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),point,800,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),point,837,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),point,715,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),point,799,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),point,792,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),point,606,Pugh2014Halistemma
,Halistemma maculatum,larva,Depth (m),point,604,Pugh2014Halistemma
,Halistemma maculatum,adult,Involucrum cover (coils),max,1,Pugh2014Halistemma
,Halistemma maculatum,adult,Number of coils,mode,6,Pugh2014Halistemma
,Halistemma maculatum,adult,Gastrozooid length (mm),max,5.5,Pugh2014Halistemma
,Halistemma maculatum,adult,Heteroneme length (um),point,68,Pugh2014Halistemma
,Halistemma maculatum,adult,Heteroneme width (um),point,25,Pugh2014Halistemma
,Halistemma maculatum,adult,Number of heteroneme rows per side (proximal cnidoband),point,1,Pugh2014Halistemma
,Halistemma maculatum,adult,Number of coils with heteronemes,min,1,Pugh2014Halistemma
,Halistemma maculatum,adult,Number of coils with heteronemes,max,2,Pugh2014Halistemma
,Halistemma maculatum,adult,Haploneme length (um),max,69,Pugh2014Halistemma
,Halistemma maculatum,adult,Haploneme width (um),max,9,Pugh2014Halistemma
,Halistemma maculatum,adult,Haploneme length (um),min,39,Pugh2014Halistemma
,Halistemma maculatum,adult,Haploneme width (um),min,6.5,Pugh2014Halistemma
,Halistemma maculatum,adult,Platelet length,min,8,Pugh2014Halistemma
,Halistemma maculatum,adult,Platelet length,max,9,Pugh2014Halistemma
,Halistemma maculatum,adult,Rhopaloneme length (um),point,18.5,Pugh2014Halistemma
,Halistemma maculatum,adult,Rhopaloneme width (um),point,9,Pugh2014Halistemma
,Halistemma maculatum,adult,Desmoneme length (um),point,22,Pugh2014Halistemma
,Halistemma maculatum,adult,Desmoneme width (um),point,9,Pugh2014Halistemma
,Halistemma maculatum,adult,Terminal sinker length (um),point,180,Pugh2014Halistemma
,Halistemma maculatum,adult,Terminal sinker width (um),point,100,Pugh2014Halistemma
,Halistemma maculatum,adult,Cnidomic proximal sinker/Acnidomic distal sinker,max,0.5,Pugh2014Halistemma
,Halistemma maculatum,adult,Sinker nematocyst length (um),point,14,Pugh2014Halistemma
,Halistemma maculatum,adult,Sinker nematocyst width (um),point,9,Pugh2014Halistemma
,Halistemma maculatum,adult,Sinker platelet width (um),point,16,Pugh2014Halistemma
,Halistemma maculatum,larva,Rhopaloneme number,point,0,Pugh2014Halistemma
,Halistemma maculatum,larva,Desmoneme number,point,0,Pugh2014Halistemma
,Halistemma maculatum,larva,Cnidoband extent in sac,point,0.66,Pugh2014Halistemma
,Halistemma maculatum,larva,Cnidoband length (um),point,700,Pugh2014Halistemma
,Halistemma maculatum,larva,Heteroneme number,point,50,Pugh2014Halistemma
,Halistemma maculatum,larva,Number of heteroneme rows per side (proximal cnidoband),point,0,Pugh2014Halistemma
,Halistemma maculatum,larva,Number of heteroneme rows per side (distal cnidoband),point,1,Pugh2014Halistemma
,Halistemma maculatum,larva,Heteroneme length (um),point,65,Pugh2014Halistemma
,Halistemma maculatum,larva,Heteroneme width (um),point,27.5,Pugh2014Halistemma
,Halistemma maculatum,larva,Haploneme length (um),point,40,Pugh2014Halistemma
,Halistemma maculatum,larva,Haploneme width (um),point,6.5,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),point,806,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),min,568,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),max,837,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),mean,727,Pugh2014Halistemma
,Halistemma maculatum,adult,Depth (m),sd,91.45,Pugh2014Halistemma
,Halistemma maculatum,larva,Depth (m),mean,651,Pugh2014Halistemma
,Halistemma maculatum,larva,Depth (m),sd,80.5,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Number of terminal filaments,point,1,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Depth (m),point,829,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Depth (m),point,846,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Depth (m),point,777,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Depth (m),point,869,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,1161,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Depth (m),point,1158,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,1401,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Colony length (cm),point,500,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Gastrozooid length (mm),point,30,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Basigaster proportion,point,0.33,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Cnidoband length (um),min,75000,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Cnidoband length (um),max,80000,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Number of coils,max,9,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Number of coils,min,7,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Haploneme length (um),min,140,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Haploneme length (um),max,195,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Haploneme width (um),min,15,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Haploneme width (um),max,32,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Number of haploneme rows per side,min,15,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Heteroneme length (um),point,175,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Heteroneme width (um),point,50,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Number of heteroneme rows per side (distal cnidoband),point,1,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Number of heteroneme rows per side (proximal cnidoband),point,2,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Rhopaloneme width (um),point,45,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Rhopaloneme length (um),point,80,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Desmoneme length (um),point,62,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Desmoneme width (um),point,20,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Number of rhopaloneme rows,point,3,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Cnidosac length (um),min,2500,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Cnidosac width (um),max,1800,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Heteroneme length (um),point,132,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Heteroneme length (um),point,45,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Heteroneme number,point,40,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Haploneme length (um),point,72,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Haploneme width (um),point,15,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Rhopaloneme length (um),point,34,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Rhopaloneme width (um),point,17,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Desmoneme length (um),max,30,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Desmoneme width (um),max,15,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Desmoneme length (um),min,19,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Desmoneme width (um),min,12,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,800,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Depth (m),point,1103,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,1192,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,1401,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Depth (m),point,1372,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,1993,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,1993,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,1319,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Depth (m),point,1227,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,1434,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,1168,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,1304,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Depth (m),point,1130,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Depth (m),point,1178,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Depth (m),point,1066,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Depth (m),point,1388,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,899,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,761,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,1368,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Depth (m),point,1304,Pugh2014Halistemma
,Cordagalma ordinatum,adult,Colony length (cm),max,20,Pugh2016a_Cordagalma_Haeckel1888b
,Cordagalma ordinatum,adult,Gastrozooid length (mm),mean,2,Pugh2016a_Cordagalma
,Cordagalma ordinatum,adult,Heteroneme length (um),point,15.5,Pugh2016a_Cordagalma
,Cordagalma ordinatum,adult,Heteroneme width (um),point,8.5,Pugh2016a_Cordagalma
,Cordagalma ordinatum,adult,Heteroneme length (um),point,20,Pugh2016a_Cordagalma
,Cordagalma ordinatum,adult,Heteroneme width (um),point,10,Pugh2016a_Cordagalma
,Cordagalma ordinatum,adult,Haploneme length (um),point,16,Pugh2016a_Cordagalma
,Cordagalma ordinatum,adult,Haploneme width (um),point,2,Pugh2016a_Cordagalma
,Cordagalma ordinatum,adult,Haploneme length (um),point,5.5,Pugh2016a_Cordagalma
,Cordagalma ordinatum,adult,Haploneme width (um),point,5,Pugh2016a_Cordagalma
,Cordagalma tottoni,adult,Cnidoband length (um),point,500,Pugh2016a_Cordagalma_Fig12
,Cordagalma abyssorum,adult,Depth (m),point,2836,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Depth (m),point,3288,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Depth (m),point,3261,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Depth (m),point,2663,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Depth (m),point,2682,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Depth (m),point,2498,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Depth (m),point,2820,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Depth (m),point,2772,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Depth (m),point,3090,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Depth (m),point,2460,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Depth (m),point,2987,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Depth (m),point,3000,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Colony length (cm),point,11,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Gastrozooid length (fixed) (mm),max,1,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Gastrozooid width (fixed) (mm),max,0.4,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Gastrozooid width (fixed) (mm),max,0.5,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Basigaster proportion,point,0.2,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Cnidoband length (um),point,175,Pugh2016a_Cordagalma_fig20
,Cordagalma abyssorum,adult,Cnidoband length (um),point,200,Pugh2016a_Cordagalma_fig20
,Cordagalma abyssorum,adult,Cnidoband width (um),point,75,Pugh2016a_Cordagalma_fig20
,Cordagalma abyssorum,adult,Cnidoband width (um),point,100,Pugh2016a_Cordagalma_fig20
,Cordagalma abyssorum,adult,Cnidoband length (um),point,137,Pugh2016a_Cordagalma_fig20
,Cordagalma abyssorum,adult,Heteroneme number,point,5,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Depth (m),mean,2850,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Depth (m),sd,280,Pugh2016a_Cordagalma
,Cordagalma rugosum,adult,Depth (m),point,1228,Pugh2016a_Cordagalma
,Cordagalma rugosum,adult,Depth (m),point,1201,Pugh2016a_Cordagalma
,Cordagalma rugosum,adult,Depth (m),point,1120,Pugh2016a_Cordagalma
,Cordagalma rugosum,adult,Depth (m),point,1040,Pugh2016a_Cordagalma
,Cordagalma rugosum,adult,Depth (m),point,1318,Pugh2016a_Cordagalma
,Cordagalma rugosum,adult,Gastrozooid length (mm),max,2,Pugh2016a_Cordagalma
,Cordagalma rugosum,adult,Gastrozooid width (mm),point,0.2,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Depth (m),point,442,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Depth (m),point,372,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Depth (m),point,747,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Depth (m),point,726,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Depth (m),point,587,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Depth (m),point,400,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Depth (m),point,449,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Depth (m),point,302,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Tentacle number,point,9,Pugh2016a_Cordagalma_Fig27
,Cordagalma bimaculatum,adult,Tentilla per tentacle,point,95,Pugh2016a_Cordagalma_Fig35
,Cordagalma bimaculatum,adult,Gastrozooid length (fixed) (mm),point,1.5,Pugh2016a_Cordagalma_Fig36
,Cordagalma bimaculatum,adult,Gastrozooid width (fixed) (mm),point,0.4,Pugh2016a_Cordagalma_Fig36
,Cordagalma bimaculatum,adult,Gastrozooid length (fixed) (mm),point,1.62,Pugh2016a_Cordagalma_Fig36
,Cordagalma bimaculatum,adult,Gastrozooid width (fixed) (mm),point,1.45,Pugh2016a_Cordagalma_Fig36
,Cordagalma bimaculatum,adult,Gastrozooid length (mm),max,1.5,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Basigaster proportion,max,0.2,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Heteroneme number,point,5,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Heteroneme length (um),point,30,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Heteroneme width (um),point,15,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Heteroneme length (um),point,17.5,Pugh2016a_Cordagalma_Carre
,Cordagalma bimaculatum,adult,Heteroneme width (um),point,8.5,Pugh2016a_Cordagalma_Carre
,Cordagalma bimaculatum,adult,Cnidoband length (um),point,87.5,Pugh2016a_Cordagalma_Fig37
,Cordagalma bimaculatum,adult,Cnidoband width (um),point,100,Pugh2016a_Cordagalma_Fig37
,Cordagalma bimaculatum,adult,Cnidoband length (um),point,137,Pugh2016a_Cordagalma_Fig37
,Cordagalma bimaculatum,adult,Cnidoband width (um),point,112,Pugh2016a_Cordagalma_Fig37
,Cordagalma bimaculatum,adult,Cnidoband length (um),point,125,Pugh2016a_Cordagalma_Fig37
,Cordagalma bimaculatum,adult,Cnidoband width (um),point,112,Pugh2016a_Cordagalma_Fig37
,Cordagalma isocarrei,adult,Depth (m),point,214,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Depth (m),point,206,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Depth (m),point,218,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Depth (m),point,115,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Depth (m),point,357,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Depth (m),point,421,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Depth (m),point,215,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Gastrozooid length (fixed) (mm),point,1.5,Pugh2016a_Cordagalma_Fig44
,Cordagalma isocarrei,adult,Gastrozooid width (fixed) (mm),point,0.5,Pugh2016a_Cordagalma_Fig44
,Cordagalma isocarrei,adult,Gastrozooid length (fixed) (mm),point,2.2,Pugh2016a_Cordagalma_Fig44
,Cordagalma isocarrei,adult,Gastrozooid width (fixed) (mm),point,0.74,Pugh2016a_Cordagalma_Fig44
,Cordagalma isocarrei,adult,Gastrozooid length (fixed) (mm),point,2.4,Pugh2016a_Cordagalma_Fig44
,Cordagalma isocarrei,adult,Gastrozooid width (fixed) (mm),point,0.88,Pugh2016a_Cordagalma_Fig44
,Cordagalma isocarrei,adult,Gastrozooid length (fixed) (mm),point,2.6,Pugh2016a_Cordagalma_Fig44
,Cordagalma isocarrei,adult,Gastrozooid width (fixed) (mm),point,1,Pugh2016a_Cordagalma_Fig44
